n1,k1,p1,a1,n2,k2,p2,a2,d,lat1,lat2,lat1u,lat2u,test_loss_1,test_loss_2,test_loss_3,m_test_loss,s_test_loss,UCL_test_loss,test_acc_1,test_acc_2,test_acc_3,m_test_acc,s_test_acc,LCL_test_acc
2048,7,4,tanh,128,3,2,tanh,0.25,0.14761649,-0.8520668,0.583016205,0.110811202,0.035482284,0.053150348,0.039436463,0.042689698,0.00927242,0.054572783,0.99000001,0.984749973,0.989000022,0.987916668,0.002787645,0.984344158
2048,7,4,tanh,32,5,4,relu,0.25,0.7845789,0.9924891,0.86263559,0.913273236,0.08247751,0.096195348,0.102907389,0.093860082,0.010413217,0.107205157,0.97724998,0.9745,0.971499979,0.974416653,0.002875906,0.970731031
2048,7,4,tanh,512,7,4,relu,0.5,0.8112918,0.77195835,0.870638779,0.852647888,0.115892999,0.124134384,0.178966731,0.139664705,0.034285085,0.183602809,0.979250014,0.975250006,0.976249993,0.976916671,0.002081673,0.9742489
2048,5,2,relu,8,3,2,tanh,0.5,-0.3659044,-0.16164717,0.307959386,0.39997144,0.083058029,0.078266889,0.072640084,0.077988334,0.005214556,0.084671056,0.974250019,0.973249972,0.976999998,0.97483333,0.001941871,0.972344722
2048,3,4,tanh,32,3,2,relu,0.25,0.15238565,1.5472237,0.585589352,0.986761931,0.072780147,0.065517299,0.06518966,0.067829035,0.004290917,0.073328066,0.980000019,0.97874999,0.978500009,0.979083339,0.000803647,0.978053424
2048,7,4,tanh,128,3,4,tanh,0.25,0.86917686,-1.1035283,0.886874483,0.056166721,0.064470351,0.076799326,0.060797617,0.067355765,0.008381998,0.078097727,0.981000006,0.976000011,0.981249988,0.979416668,0.002961551,0.975621288
2048,7,4,relu,128,3,4,tanh,0.25,-0.89011115,-1.1337622,0.108447241,0.051243507,0.065674439,0.060347922,0.056244306,0.060755556,0.004728263,0.066815069,0.978500009,0.981999993,0.984250009,0.981583337,0.002897555,0.97786997
2048,5,2,tanh,8,5,2,relu,0.5,0.35614282,0.27208605,0.690803148,0.636575185,0.072965123,0.080316089,0.07412491,0.075802041,0.003952057,0.080866805,0.976999998,0.978999972,0.975750029,0.97725,0.001639332,0.975149112
2048,7,4,relu,512,7,2,tanh,0.25,-0.2114049,-0.58442175,0.386920545,0.199467881,0.034910262,0.053813633,0.073268376,0.053997424,0.019179718,0.078577221,0.989499986,0.985499978,0.979499996,0.98483332,0.005033217,0.978382992
2048,7,2,tanh,32,3,4,relu,0.5,0.9400358,0.3758297,0.904735219,0.689226224,0.080223098,0.108628698,0.072322592,0.087058129,0.019093757,0.111527764,0.9745,0.967999995,0.980250001,0.974249999,0.006128828,0.966395589
2048,7,4,tanh,32,5,2,tanh,0.25,0.113255605,-0.7134961,0.564378273,0.152603082,0.063853338,0.052465387,0.046944428,0.054421051,0.008622429,0.065471138,0.978250027,0.984250009,0.985499978,0.982666671,0.00387565,0.977699825
2048,7,2,tanh,32,7,4,tanh,0.5,0.6369576,-0.28285304,0.81250357,0.336481404,0.084759764,0.102441765,0.107192367,0.098131299,0.011821189,0.113280762,0.97299999,0.96875,0.968500018,0.970083336,0.002528987,0.966842309
2048,7,4,relu,8,5,4,tanh,0.25,-0.7160183,-1.0202287,0.161166888,0.071455168,0.274120629,0.317623705,0.237463459,0.276402598,0.040128815,0.327829743,0.944249988,0.929499984,0.955500007,0.943083326,0.013039215,0.9263729
