n1,k1,p1,a1,n2,k2,p2,a2,d,lat1,lat2,lat1u,lat2u,test_loss_1,test_loss_2,test_loss_3,m_test_loss,s_test_loss,UCL_test_loss,test_acc_1,test_acc_2,test_acc_3,m_test_acc,s_test_acc,LCL_test_acc
512,7,2,relu,32,3,4,relu,0.25,-1.0256327,0.15234625,0.076663333,0.57255823,0.055614967,0.057445161,0.058014713,0.057024947,0.001253846,0.058631815,0.983250022,0.979250014,0.980499983,0.981000006,0.002046346,0.978377508
512,7,4,tanh,8,7,2,tanh,0.25,0.056425113,-0.5631165,0.53325394,0.207931093,0.060578942,0.076179355,0.064740792,0.067166363,0.008078104,0.07751887,0.982249975,0.975750029,0.97874999,0.978916665,0.003253177,0.974747551
512,7,4,tanh,32,3,4,relu,0.5,1.0188894,0.69569993,0.922117339,0.826538701,0.125881419,0.116189003,0.150064543,0.130711655,0.017446674,0.153070468,0.967999995,0.966750026,0.951250017,0.962000013,0.009330724,0.950042209
512,7,4,relu,8,5,2,tanh,0.25,-0.10929103,-0.7252597,0.441996707,0.148713147,0.064790621,0.065448798,0.061787482,0.064008967,0.001951806,0.066510307,0.981750011,0.980499983,0.982749999,0.981666664,0.001127321,0.980221944
512,5,2,relu,32,5,4,relu,0.25,-0.89779943,0.1530582,0.106434013,0.572946293,0.047034353,0.033304848,0.057107996,0.045815732,0.011948274,0.061128061,0.986000001,0.986249983,0.984499991,0.985583325,0.000946484,0.984370357
512,7,4,relu,32,3,2,relu,0.25,-0.11003853,0.8881142,0.441588199,0.887280836,0.05625483,0.055969093,0.055119995,0.055781306,0.000590263,0.056537759,0.981249988,0.98299998,0.983749986,0.982666651,0.001282898,0.981022551
512,5,4,tanh,32,3,2,relu,0.5,0.3379251,1.0924022,0.681863639,0.9339049,0.053568069,0.048068061,0.060998436,0.054211522,0.006489158,0.062527713,0.982749999,0.985249996,0.98150003,0.983166675,0.001909391,0.980719691
512,7,4,relu,8,5,4,tanh,0.5,-0.8864848,-0.541841,0.10940586,0.216583083,0.303266674,0.351676643,0.315714628,0.323552648,0.025138759,0.355769264,0.95450002,0.941999972,0.952499986,0.949666659,0.006714433,0.941061768
512,5,2,relu,128,5,2,tanh,0.25,-0.15634699,-0.25988105,0.416414273,0.34823199,0.059038162,0.050765999,0.057718445,0.055840869,0.004444225,0.061536373,0.983749986,0.983250022,0.981750011,0.982916673,0.001040825,0.981582802
512,7,4,tanh,8,3,4,relu,0.5,1.0162631,0.6436003,0.921579069,0.807163483,0.858037412,0.85866797,0.888987243,0.868564208,0.017689677,0.891234441,0.801750004,0.851499975,0.864000022,0.839083334,0.032930167,0.796881626
512,5,2,tanh,128,5,4,tanh,0.25,0.89107573,-0.0736378,0.892627618,0.447856724,0.045112159,0.039416734,0.039895803,0.041474899,0.003159054,0.04552339,0.985000014,0.986249983,0.989499986,0.986916661,0.002322882,0.983939768
512,5,4,tanh,32,3,4,tanh,0.25,0.71423936,-1.3089528,0.839997843,0.028497706,0.123700708,0.118074961,0.132652178,0.124809282,0.007351566,0.134230693,0.963249981,0.966000021,0.961000025,0.963416676,0.002504163,0.960207462
512,3,2,tanh,8,3,4,tanh,0.5,1.585259,-0.3953361,0.987532136,0.281329232,0.224725083,0.221436232,0.221384838,0.222515384,0.001913828,0.224968053,0.942499995,0.940999985,0.946500003,0.943333328,0.002843129,0.939689711
2048,7,2,relu,8,5,4,tanh,0.25,-0.8606,-0.091373,0.116417825,0.438124462,0.081571996,0.080052026,0.072136186,0.077920069,0.005066316,0.084412814,0.975499988,0.976999998,0.980499983,0.977666656,0.002565797,0.974378456
2048,3,2,tanh,8,3,2,relu,0.5,0.33006558,0.08300146,0.677973771,0.534484926,0.097879618,0.089133389,0.102333121,0.096448709,0.006715196,0.105054579,0.971000016,0.972249985,0.968500018,0.97058334,0.001909392,0.968136355
2048,7,2,relu,128,3,4,tanh,0.25,-1.0723604,-0.032404006,0.06744353,0.470592277,0.045921639,0.040166754,0.039610419,0.041899604,0.003494274,0.046377696,0.985000014,0.985499978,0.989000022,0.986500005,0.002179463,0.983706911
2048,5,4,tanh,32,5,4,tanh,0.25,0.7428627,-1.0335244,0.849484361,0.068838634,0.087917365,0.086761244,0.097860277,0.090846295,0.00610173,0.098665977,0.972500026,0.976999998,0.97299999,0.974166671,0.002466434,0.971005809
2048,3,4,tanh,512,3,2,relu,0.5,0.2644043,1.4742571,0.644750708,0.981804611,0.088885158,0.068204917,0.084684499,0.080591525,0.010930801,0.09459991,0.976499975,0.980499983,0.977999985,0.978333314,0.002020729,0.975743645
2048,5,4,relu,32,3,2,tanh,0.25,-0.17009045,-1.0129973,0.40900216,0.072907322,0.059390374,0.051910616,0.047238484,0.052846491,0.006129764,0.0607021,0.981000006,0.983250022,0.985249996,0.983166675,0.002126221,0.980441813
2048,5,4,relu,32,3,2,tanh,0.5,-0.33279973,-1.0041106,0.324305979,0.074720143,0.057854336,0.054440863,0.051138278,0.054477826,0.003358182,0.058781509,0.981750011,0.98299998,0.983250022,0.982666671,0.000803635,0.981636771
2048,7,4,tanh,8,7,2,relu,0.25,0.10630861,0.5946099,0.560591171,0.787824971,0.07787887,0.092598647,0.070576161,0.080351226,0.011217481,0.094727006,0.980000019,0.974749982,0.978500009,0.977750003,0.002704183,0.974284454
2048,7,4,tanh,32,3,2,tanh,0.5,0.2837537,-0.8960582,0.654669452,0.099352839,0.051634591,0.060542669,0.051004112,0.054393791,0.005334408,0.061230109,0.984499991,0.978999972,0.985000014,0.982833326,0.003329183,0.978566807
2048,7,2,tanh,8,7,4,relu,0.5,0.61445886,0.34675592,0.803987119,0.674793837,0.175455824,0.118669659,0.140678003,0.144934495,0.028631371,0.181627074,0.95025003,0.962000012,0.956749976,0.956333339,0.005886061,0.948790049
2048,5,2,tanh,128,3,2,tanh,0.25,0.16335995,-0.1743738,0.591496277,0.393149476,0.120174214,0.080665149,0.067819394,0.089552919,0.027285548,0.124520756,0.965749979,0.978500009,0.980250001,0.97483333,0.007914927,0.964689943
2048,7,2,tanh,128,7,2,tanh,0.5,0.2832502,-0.4189235,0.65441266,0.270325915,0.116026901,0.147756696,0.127263486,0.130349028,0.016088362,0.150967094,0.973749995,0.965499997,0.967999995,0.969083329,0.004230346,0.963661923
2048,3,4,tanh,32,3,4,relu,0.5,1.5549988,0.8992463,0.985937942,0.890279543,0.15842922,0.200147659,0.206549183,0.188375354,0.026130884,0.221863429,0.95025003,0.949249983,0.944249988,0.947916667,0.003214564,0.943797037
2048,3,2,tanh,512,3,2,relu,0.25,0.21347259,0.07568234,0.618187086,0.530441979,0.181690603,0.0962606,0.096403107,0.12478477,0.049281949,0.187942128,0.975000024,0.976999998,0.98150003,0.977833351,0.003329171,0.973566847
2048,5,4,tanh,32,3,4,relu,0.5,1.1896521,0.8121679,0.951586739,0.86533412,0.150004402,0.143600076,0.141681463,0.145095314,0.004358283,0.150680678,0.956749976,0.958249986,0.959999979,0.958333314,0.001626603,0.956248738
2048,5,4,tanh,128,3,2,tanh,0.25,0.15052836,-0.99071085,0.584587697,0.077513148,0.041519783,0.045999706,0.052850209,0.046789899,0.005706395,0.054102939,0.985499978,0.984000027,0.982249975,0.98391666,0.001626604,0.981832083
2048,7,4,relu,512,7,4,relu,0.25,-0.7200867,0.90847355,0.159776581,0.892723458,0.047029875,0.053151824,0.05124563,0.050475776,0.003132742,0.054490546,0.984749973,0.984749973,0.985499978,0.984999975,0.000433016,0.984445043
2048,3,4,relu,8,3,2,relu,0.5,-0.30673215,1.5882146,0.337417032,0.989124443,0.260267705,0.211690053,0.23077926,0.234245673,0.024473641,0.265609905,0.940750003,0.944500029,0.941500008,0.942250013,0.001984327,0.939706996
2048,7,4,tanh,512,5,4,tanh,0.25,0.84951353,-0.9700301,0.881527724,0.081966196,0.047375161,0.095527343,0.043632716,0.062178407,0.028941582,0.099268536,0.984499991,0.97025001,0.984000027,0.979583343,0.008086768,0.969219733
2048,3,2,tanh,128,3,2,tanh,0.25,0.17654853,-0.0691486,0.598567508,0.450325264,0.06616617,0.062424511,0.054320395,0.060970359,0.006055288,0.068730523,0.980250001,0.980750024,0.98299998,0.981333335,0.00146485,0.979456054
2048,7,2,tanh,512,7,4,relu,0.5,0.66267985,0.30371392,0.821958498,0.652952963,0.376565963,0.269570827,0.212625235,0.286254008,0.083233929,0.392922581,0.968999982,0.971499979,0.972500026,0.970999996,0.001802794,0.968689623
2048,7,2,tanh,32,5,4,relu,0.25,0.8744162,0.115442306,0.88827017,0.552356632,0.07673917,0.079700582,0.075365759,0.077268504,0.002215359,0.080107601,0.981999993,0.979499996,0.981000006,0.980833332,0.001258305,0.979220749
2048,5,4,relu,32,5,4,relu,0.5,-0.9011689,0.7849611,0.105559884,0.856831761,0.120602801,0.083636478,0.139381438,0.114540239,0.028362672,0.150888465,0.965749979,0.978250027,0.961250007,0.968416671,0.008808156,0.957128565
2048,5,4,relu,8,5,2,tanh,0.5,-0.3651716,-0.7890853,0.308317377,0.128719327,0.075067282,0.074627548,0.072491154,0.074061995,0.001378041,0.075828025,0.975750029,0.97724998,0.979499996,0.977500002,0.001887444,0.975081144
